marca;modelo;estado;cor;quilometragem;end_tag;combustivel;ano;cambio;unico_dono;tipo;versao;direcao;portas;extra;preco;
FIAT;UNO;mg;;31000;3;Flex;2018;Manual;;Passeio;UNO DRIVE 1.0 FLEX 6V 5P;;4 portas;air bag, ar condicionado, trava elxe9trica, vidro elxe9trico;32490;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2017-2018-1-0-firefly-flex-drive-4p-manual-538805245?xtmc=fiat+uno&xtnp=2&xtcr=15;
FIAT;UNO;mg;;125204;9;Flex;2014;Manual;;Passeio;UNO WAY 1.4 EVO FIRE FLEX 8V 2P;;4 portas;alarme, ar condicionado, direxe7xe3o hidrxe1ulica, trava elxe9trica, vidro elxe9trico;27900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2013-2014-1-4-evo-way-8v-flex-4p-manual-529023429?xtmc=fiat+uno&xtnp=2&xtcr=16;
FIAT;UNO;mg;;100;1;Flex;2010;Manual;;Passeio;UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P;;4 portas;direxe7xe3o hidrxe1ulica;16900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2009-2010-1-0-mpi-mille-way-economy-8v-flex-4p-manual-550585014?xtmc=fiat+uno&xtnp=2&xtcr=17;
FIAT;UNO;mg;Cinza;195000;9;Flex;2011;Manual;Sim;Hatch;UNO VIVACE/RUA 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;trava elxe9trica, vidro elxe9trico;15700;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-1-0-flex-559268308?xtmc=fiat+uno&xtnp=2&xtcr=18;
FIAT;UNO;mg;Vermelho;124000;1;Flex;2013;Manual;;Hatch;UNO SPORTING 1.4 EVO FIRE FLEX 8V 2P;Hidrxe1ulica;4 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;28800;https://mg.olx.com.br/regiao-de-divinopolis/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-559267578?xtmc=fiat+uno&xtnp=2&xtcr=19;
VW - VOLKSWAGEN;GOL;mg;Branco;200000;1;Flex;2005;Manual;;Conversxedvel;GOL CITY 1.0 MI 8V 4P;Mecxe2nica;4 portas;;13000;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-gol-2005-flex-basico-4-portas-559263262?xtmc=fiat+uno&xtnp=2&xtcr=20;
FIAT;UNO;mg;Vermelho;0;0;Gasolina;1998;Manual;Nxe3o;Hatch;;;2 portas;;5000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-559262977?xtmc=fiat+uno&xtnp=2&xtcr=21;
FIAT;UNO;mg;;41058;2;Flex;2018;Manual;;;UNO DRIVE 1.0 FLEX 6V 5P;;4 portas;ar condicionado, direxe7xe3o hidrxe1ulica, vidro elxe9trico, trava elxe9trica, air bag;32070;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-0-firefly-flex-drive-4p-2017-556475378?xtmc=fiat+uno&xtnp=2&xtcr=22;
FIAT;UNO;mg;Prata;128;7;Flex;2008;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;alarme, trava elxe9trica, vidro elxe9trico, som;13500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-fire-08-08-559262091?xtmc=fiat+uno&xtnp=2&xtcr=23;
FIAT;UNO;mg;;36224;8;Flex;2017;Manual;;;UNO ATTRACTIVE 1.0 FLEX 6V 5P;;4 portas;ar condicionado, direxe7xe3o hidrxe1ulica, vidro elxe9trico, trava elxe9trica, air bag;30130;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-0-firefly-flex-attractive-2017-558753552?xtmc=fiat+uno&xtnp=2&xtcr=24;
FIAT;UNO;mg;Vermelho;70253;;Flex;2014;Manual;;;UNO WAY 1.4 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;27900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-0-evo-way-completo-confiraaa-558313712?xtmc=fiat+uno&xtnp=2&xtcr=25;
FIAT;UNO;mg;;49823;9;Flex;2018;Manual;;;UNO DRIVE 1.0 FLEX 6V 5P;;4 portas;ar condicionado, direxe7xe3o hidrxe1ulica, vidro elxe9trico, trava elxe9trica, air bag;31890;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-0-firefly-flex-drive-4p-2017-539976133?xtmc=fiat+uno&xtnp=2&xtcr=26;
FIAT;UNO;mg;Preto;69456;3;Gasolina;2017;Manual;Nxe3o;Passeio;UNO ATTRACTIVE 1.0 FLEX 6V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som, sensor de rxe9;29900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-atractive-completo-488660456?xtmc=fiat+uno&xtnp=2&xtcr=27;
FIAT;UNO;mg;Preto;104000;0;Flex;2014;Manual;Nxe3o;Passeio;UNO VIVACE/RUA 1.0 EVO FIRE FLEX 8V 5P;Mecxe2nica;4 portas;air bag, alarme;18900;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/uno-vivace-14-14-4-portas-basico-airbag-e-abs-vendo-e-avalio-troca-559259004?xtmc=fiat+uno&xtnp=2&xtcr=28;
FIAT;PALIO;mg;Preto;116400;9;Flex;2008;Manual;Nxe3o;Hatch;PALIO ELX 1.4 MPI FIRE FLEX 8V 4P;Hidrxe1ulica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;16800;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-elx-1-4-8v-atractive-completo-revisado-559255672?xtmc=fiat+uno&xtnp=2&xtcr=29;
FIAT;MAREA;mg;Azul;1;9;Gasolina;1999;Manual;Nxe3o;Sedxe3;MAREA ELX 2.0 20V 4P;Hidrxe1ulica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;7900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-marea-elx-2-0-revisada-bonito-carro-559254299?xtmc=fiat+uno&xtnp=2&xtcr=30;
FIAT;UNO;mg;Azul;128000;;Flex;2008;Manual;;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;;;;;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-559251725?xtmc=fiat+uno&xtnp=2&xtcr=31;
FIAT;UNO;mg;Prata;87000;8;Flex;2010;Manual;;;UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P;Mecxe2nica;4 portas;vidro elxe9trico, trava elxe9trica, alarme;16800;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-economy-2010-546781458?xtmc=fiat+uno&xtnp=2&xtcr=33;
FIAT;UNO;mg;Preto;153600;5;Gasolina;2000;Manual;Nxe3o;;UNO MILLE/ MILLE EX/ SMART 4P;Mecxe2nica;4 portas;trava elxe9trica;8600;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-em-otimo-estado-de-conservacao-559247541?xtmc=fiat+uno&xtnp=2&xtcr=34;
FIAT;UNO;mg;Vermelho;63000;;Flex;2014;Manual;;Hatch;UNO SPORTING 1.4 EVO FIRE FLEX 8V 4P;Hidrxe1ulica;4 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;29900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-sporting-1-4-559247406?xtmc=fiat+uno&xtnp=2&xtcr=35;
FIAT;UNO;mg;Cinza;34000;7;Flex;2011;Manual;Nxe3o;Hatch;UNO WAY 1.4 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, alarme, som;24900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-557274784?xtmc=fiat+uno&xtnp=2&xtcr=36;
FIAT;UNO;mg;Branco;90000;;Flex;2013;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;alarme, trava elxe9trica, som;19500;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-559245153?xtmc=fiat+uno&xtnp=2&xtcr=40;
FIAT;UNO;mg;Preto;89769;7;Flex;2009;Manual;Sim;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Hidrxe1ulica;2 portas;alarme, ar condicionado;;https://mg.olx.com.br/regiao-de-divinopolis/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-economy-2008-551804976?xtmc=fiat+uno&xtnp=2&xtcr=41;
FIAT;;mg;Prata;0;0;;2009;;;;;;;;10000;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/venso-ou-troco-fiat-uno-2009-559244432?xtmc=fiat+uno&xtnp=2&xtcr=43;
FIAT;UNO;mg;Vermelho;165;;Flex;2007;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;trava elxe9trica, vidro elxe9trico;12800;https://mg.olx.com.br/regiao-de-divinopolis/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-fire-flex-559243208?xtmc=fiat+uno&xtnp=2&xtcr=44;
FIAT;UNO;mg;Branco;61000;7;Flex;2008;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Hidrxe1ulica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;17300;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/uno-economy-completo-08-09-559241895?xtmc=fiat+uno&xtnp=2&xtcr=45;
FIAT;UNO;mg;Prata;120000;;Flex;2012;Manual;Sim;;UNO MILLE CELEB. WAY ECON. 1.0 F.FLEX 4P;;4 portas;vidro elxe9trico, trava elxe9trica, alarme, som;18200;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-557541981?xtmc=fiat+uno&xtnp=2&xtcr=46;
FIAT;UNO;mg;Prata;75000;8;Flex;2016;Manual;Sim;Hatch;UNO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som;27900;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-attractive-1-0-prata-2016-518622679?xtmc=fiat+uno&xtnp=2&xtcr=47;
FIAT;UNO;mg;Vermelho;118000;;Flex;2006;Manual;;Hatch;UNO MILLE CELEB. WAY ECON. 1.0 F.FLEX 4P;;4 portas;alarme, trava elxe9trica, vidro elxe9trico, som;12500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-baixo-km-2-dono-559234622?xtmc=fiat+uno&xtnp=2&xtcr=48;
FIAT;UNO;mg;Branco;36000;4;Flex;2015;Automxe1tico;Sim;;UNO WAY 1.4 EVO DUALOGIC FLEX 8V 5P;Hidrxe1ulica;4 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;35000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-4-way-dualogic-2015-554103869?xtmc=fiat+uno&xtnp=2&xtcr=49;
FIAT;UNO;mg;Prata;29000;0;Flex;2018;Manual;;;UNO DRIVE 1.0 FLEX 6V 5P;Elxe9trica;4 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;31500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-drive-1-0-completo-559225425?xtmc=fiat+uno&xtnp=2&xtcr=50;
FIAT;UNO;mg;Verde;150000;;Gasolina;1991;;Nxe3o;;UNO S 1.5 I.E. / 1.5 / 1.3/ SX 1.3;;2 portas;alarme, trava elxe9trica;3500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-91-1-5-gasolina-559221359?xtmc=fiat+uno&xtnp=3&xtcr=1;
FIAT;UNO;mg;;120000;;Flex;2011;Manual;;;UNO MILLE CELEB. WAY ECON. 1.0 F.FLEX 2P;Mecxe2nica;2 portas;;15900;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-0-mille-way-econ-2011-sem-entrada-559219642?xtmc=fiat+uno&xtnp=3&xtcr=2;
FIAT;UNO;mg;Prata;1;6;Flex;2011;Manual;Nxe3o;Hatch;UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P;Hidrxe1ulica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;19900;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-0-2011-559215199?xtmc=fiat+uno&xtnp=3&xtcr=4;
FIAT;UNO;mg;Preto;45000;8;Flex;2012;Automxe1tico;Sim;Hatch;UNO VIVACE/RUA 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, alarme, som;21500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-1-0-559210765?xtmc=fiat+uno&xtnp=3&xtcr=6;
FIAT;UNO;mg;;48783;5;Flex;2018;Manual;;;UNO DRIVE 1.0 FLEX 6V 5P;;4 portas;ar condicionado, direxe7xe3o hidrxe1ulica, vidro elxe9trico, trava elxe9trica, air bag;31910;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-0-firefly-flex-drive-4p-2017-555296088?xtmc=fiat+uno&xtnp=3&xtcr=7;
FIAT;UNO;mg;;70253;1;Flex;2014;Manual;;Passeio;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;;4 portas;air bag, air bag, alarme, ar condicionado, direxe7xe3o hidrxe1ulica, trava elxe9trica, vidro elxe9trico;26900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2013-2014-1-0-evo-way-8v-flex-4p-manual-556827739?xtmc=fiat+uno&xtnp=3&xtcr=8;
FIAT;;mg;Branco;97000;9;Flex;2012;Manual;Nxe3o;Hatch;;Elxe9trica;4 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;22500;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-completao-11-12-559207619?xtmc=fiat+uno&xtnp=3&xtcr=10;
FIAT;UNO;mg;Cinza;58000;3;Flex;2012;Manual;Sim;Passeio;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Mecxe2nica;4 portas;air bag, alarme, trava elxe9trica, vidro elxe9trico, som;20999;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-559206931?xtmc=fiat+uno&xtnp=3&xtcr=11;
FIAT;UNO;mg;Prata;24400;;Flex;2017;Manual;;Passeio;UNO ATTRACTIVE 1.0 FLEX 6V 5P;Elxe9trica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som;33000;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-552128104?xtmc=fiat+uno&xtnp=3&xtcr=12;
FIAT;UNO;mg;Preto;88000;6;Flex;2011;Manual;Nxe3o;Hatch;UNO ECONOMY 1.4 EVO FIRE FLEX 8V 4P;Hidrxe1ulica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;23900;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-4-2011-559200893?xtmc=fiat+uno&xtnp=3&xtcr=13;
FIAT;UNO;mg;Verde;0;1;Gasolina;1996;Manual;;;UNO MILLE EP 2P E 4P;Mecxe2nica;;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;7500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-559199559?xtmc=fiat+uno&xtnp=3&xtcr=15;
FIAT;;mg;;70500;1;Flex;2014;Manual;;;;;4 portas;ar condicionado, direxe7xe3o hidrxe1ulica, vidro elxe9trico, trava elxe9trica;25900;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-0-evo-way-8v-flex-4p-manual-2013-506943055?xtmc=fiat+uno&xtnp=3&xtcr=16;
FIAT;UNO;mg;Azul;182000;6;Flex;2006;Manual;;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;alarme, trava elxe9trica, vidro elxe9trico;10500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-559194823?xtmc=fiat+uno&xtnp=3&xtcr=17;
FIAT;UNO;mg;Cinza;47247;0;Flex;2013;Manual;Sim;Hatch;UNO WAY CELEB. 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;vidro elxe9trico, trava elxe9trica, air bag, alarme, som;25000;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-1-0-evo-fire-flex-8v-unico-dono-baixa-quilometragem-apenas-venda-557459543?xtmc=fiat+uno&xtnp=3&xtcr=18;
FIAT;UNO;mg;Prata;92000;;Flex;2012;Manual;Nxe3o;Hatch;UNO WAY CELEB. 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;vidro elxe9trico, ar condicionado, alarme, trava elxe9trica, sensor de rxe9, som;22900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-evo-way-celebration-1-0-fire-completo-palio-559192115?xtmc=fiat+uno&xtnp=3&xtcr=19;
FIAT;UNO;mg;;200;;Gasolina;2002;Manual;;;;;;;8599;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2002-559190606?xtmc=fiat+uno&xtnp=3&xtcr=20;
FIAT;UNO;mg;Amarelo;95000;6;Flex;2011;Manual;Sim;Hatch;UNO ATTRACTI. CELEB.1.4 EVO F.FLEX 8V 4P;Hidrxe1ulica;4 portas;air bag, ar condicionado, trava elxe9trica, vidro elxe9trico, som;15990;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-r-15-990-00-seminovo-557802083?xtmc=fiat+uno&xtnp=3&xtcr=21;
FIAT;;mg;Prata;85000;;Flex;2009;Manual;;;;Hidrxe1ulica;4 portas;;29500;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/ecosport-freestyle-559188830?xtmc=fiat+uno&xtnp=3&xtcr=22;
FIAT;UNO;mg;;21570;1;Flex;2011;Manual;Sim;Hatch;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;som;22500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-1-0-fire-flex-2011-impecavel-559186631?xtmc=fiat+uno&xtnp=3&xtcr=23;
FIAT;UNO;mg;Preto;85000;;Flex;2011;Manual;Nxe3o;Passeio;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;vidro elxe9trico, trava elxe9trica, alarme, som;19000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543713207?xtmc=fiat+uno&xtnp=3&xtcr=24;
FIAT;UNO;mg;Vermelho;83000;;Flex;2012;Manual;Nxe3o;Passeio;UNO SPORTING 1.4 EVO FIRE FLEX 8V 4P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, alarme, som, sensor de rxe9;25000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-4-evo-sporting-8v-flex-4p-559180153?xtmc=fiat+uno&xtnp=3&xtcr=25;
FIAT;UNO;mg;Vermelho;0;0;Flex;2011;Manual;Nxe3o;Passeio;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;vidro elxe9trico, trava elxe9trica, alarme, som;18000;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-548880173?xtmc=fiat+uno&xtnp=3&xtcr=26;
FIAT;UNO;mg;Preto;1;;Flex;2009;Manual;Nxe3o;Passeio;UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P;;4 portas;trava elxe9trica, alarme, som, sensor de rxe9;15000;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-economy-2008-2009-535503395?xtmc=fiat+uno&xtnp=3&xtcr=27;
FIAT;UNO;mg;Cinza;91000;;Flex;2010;Manual;Nxe3o;Passeio;UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P;Mecxe2nica;4 portas;;18900;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-way-econ-1-0-flex-2010-559044898?xtmc=fiat+uno&xtnp=3&xtcr=28;
FIAT;UNO;mg;;38420;1;Flex;2018;Manual;;;UNO DRIVE 1.0 FLEX 6V 5P;;4 portas;ar condicionado, direxe7xe3o hidrxe1ulica, vidro elxe9trico, trava elxe9trica, air bag;32130;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-0-firefly-flex-drive-4p-2017-537930419?xtmc=fiat+uno&xtnp=3&xtcr=30;
FIAT;UNO;mg;Branco;1;1;Gasolina;2001;Manual;Nxe3o;Passeio;;Mecxe2nica;2 portas;;8000;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-559173940?xtmc=fiat+uno&xtnp=3&xtcr=31;
FIAT;UNO;mg;Prata;215090;;Gasolina;2002;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;ar condicionado, vidro elxe9trico;6650;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-559170832?xtmc=fiat+uno&xtnp=3&xtcr=32;
FIAT;UNO;mg;;28861;4;Flex;2018;Manual;;Passeio;UNO FURGxc3O 1.0 FIRE FLEX 8V 3P;;4 portas;air bag, ar condicionado, vidro elxe9trico;32900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2017-2018-1-0-firefly-flex-drive-4p-manual-487181907?xtmc=fiat+uno&xtnp=3&xtcr=34;
FIAT;UNO;mg;Branco;79000;8;Flex;2015;Manual;Nxe3o;Hatch;UNO VIVACE/RUA 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;air bag;20900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-559161631?xtmc=fiat+uno&xtnp=3&xtcr=35;
FIAT;UNO;mg;;39524;8;Flex;2018;Manual;;Passeio;UNO FURGxc3O 1.0 FIRE FLEX 8V 3P;;4 portas;air bag, air bag, ar condicionado, trava elxe9trica, vidro elxe9trico;32490;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2017-2018-1-0-firefly-flex-drive-4p-manual-535146619?xtmc=fiat+uno&xtnp=3&xtcr=36;
FIAT;UNO;mg;;0;;Flex;2017;Manual;Sim;Hatch;UNO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;29500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-536760244?xtmc=fiat+uno&xtnp=3&xtcr=37;
FIAT;UNO;mg;Vermelho;195000;9;Gasolina;1996;Manual;Nxe3o;Passeio;UNO MILLE EP 2P E 4P;;4 portas;alarme, trava elxe9trica, vidro elxe9trico, som;7200;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-559150477?xtmc=fiat+uno&xtnp=3&xtcr=38;
FIAT;UNO;mg;Preto;37000;0;Flex;2017;Manual;Nxe3o;Passeio;UNO DRIVE 1.0 FLEX 6V 5P;Elxe9trica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som;29500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-drive-completo-549448935?xtmc=fiat+uno&xtnp=3&xtcr=39;
FIAT;UNO;mg;Prata;76500;9;Flex;2012;Manual;Nxe3o;Hatch;UNO VIVACE 1.0 EVO FIRE FLEX 8V 3P;Mecxe2nica;2 portas;trava elxe9trica, alarme, som;15500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-perfeito-pneus-zero-548749987?xtmc=fiat+uno&xtnp=3&xtcr=40;
;;mg;Branco;132000;7;Flex;2011;Manual;Nxe3o;Passeio;;Mecxe2nica;2 portas;;12700;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-fire-559145717?xtmc=fiat+uno&xtnp=3&xtcr=41;
FIAT;UNO;mg;Preto;0;;;2004;Manual;;Passeio;;;4 portas;;10000;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-559144037?xtmc=fiat+uno&xtnp=3&xtcr=42;
